Year,Transect,Level,Replicate,Data_taken,Note_header,Note_value,Source
1994,15,13,3,yes,Z2-Notes,"7/18/97 TJF - 1 Semibal was present on the rock substrate  and a ""trace"" amount of Modiolus was present on rock and Mytilus  but no primary %cover data was given for them.",percent_cover
1994,15,14,1,yes,Z2-Notes,7/18/97 TJF - 1 Semibal and 1 Modiolus were present on the rock substrate  but no primary %cover data was given for them.,percent_cover
1994,15,14,3,yes,Z2-Notes,7/18/97 TJF - 4 Mytilus and 1 Modiolus were present on the rock substrate  but no primary %cover data was given for them.,percent_cover
1994,15,15,1,yes,Z2-Notes,7/18/97 TJF - Since primary % cover only added to 99% and the five Semibal in quadrat were not assigned a %cover value  I entered them as 1% and noted it in red ink on original quad report form.,percent_cover
1994,15,5,2,yes,Z2-Notes,7/18/97 TJF - Primary %cover totalled 102%  so I reduced %cover of Black Zone and Artho by 1% each and noted correction in red ink on original quad report form;  2/2008: MME: corrected data to original numbers,percent_cover
1994,15,15,2,yes,Z2-Notes,7/18/97 TJF - Primary % cover added to 110%  so I reduced the %cover of Alaria base from 22% to 12% since the students noted that the mussels were overgrowing the bases. I noted change in red ink on quad report form;  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,1,2,yes,Z2-Notes,7/14/97 TJF - Students recorded 76% cyanobacteria and 25% Arthopyrenia. I corrected cyanobacteria to 75% and noted it in red ink on quad. report form. 2/2008: MME: corrected data to original numbers,percent_cover
1995,15,4,1,yes,Z2-Notes,7/14/97 TJF - Students mentioned in ecology form a 3% cover of Arthopyrenia. It was not mentioned on the Animal & Algae form  so I wrote it in red ink on quad. report form.,percent_cover
1995,15,4,3,yes,Z2-Notes,7/14/97 TJF - Students recorded 91% Cyanobacteria  10% Verr.  and 1% Artho. I corrected it so that Cyanobacteria and Verrucaria added to 99% and noted change in red ink on quad report form.  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,6,3,yes,Z2-Notes,7/14/97 TJF - Students recorded 40% Artho. I reduced it to 32% so that the primary %cover would add to 100% and noted change in red ink on quad report form;  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,8,1,yes,Z2-Notes,7/14/97 TJF - Students recorded 30% Semibal. I reduced it to 25% since it was probably a math error and so that the primary %cover would add to 100%; I noted change in red ink on quad report form;  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,8,3,yes,Z2-Notes,7/14/97 TJF - Students recorded 25% Mytilus. I reduced it to 22% because students noted that some mussels had settled on Semibal.  and so that the primary %cover would add to 100%; I noted change in red ink on quad report form;  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,9,1,yes,Z2-Notes,7/14/97 TJF - Students recorded 5%Hild. and 5% Artho. I reduced them to 4% each so that the primary %cover would add to 100%; I noted change in red ink on quad report form. 2/2008: MME: corrected data to original numbers,percent_cover
1995,15,9,3,yes,Z2-Notes,7/14/97 TJF - Students recorded 5%Hild. and 10% Artho. I reduced them to 2% Hild. and 5% Artho. so that the primary %cover would add to 100%; I noted change in red ink on quad report form.;  2/2008: MME: corrected data to original numbers,percent_cover
1995,15,11,1,yes,Z2-Notes,7/14/97 TJF - Students recorded 210% Artho. I reduced them to 10% Artho. so that the primary %cover would add to 100%; I noted change in red ink on quad report form…2/2008: MME: could not correct…impossible to say what original value was from note--21% perhaps?,percent_cover
1995,15,12,1,yes,Z2-Notes,7/14/97 TJF - Students explained in Ecology form that there was 100% primary cover of Chondrus bases and that Mytilus had settled on the holdfasts between the stipes.,percent_cover
1995,15,15,2,yes,Z2-Notes,7/14/97 TJF - Students recorded 75-80% Artho/Verr. mix  2% Hild.  and 15% Semibal. In the Ecology form  they state that dead and live Semibal. cover 40%  Arthopyrenoa 50-60%  Verr. 1-2%  and 3% Hild.,percent_cover
1995,15,15,3,yes,Z2-Notes,7/14/97 TJF - Students recorded 31% Verr.  and 70% Artho. I reduced Verrucaria to 30% and noted change in red ink on quad report form. 2/2008: MME: corrected data to original numbers,percent_cover
1996,15,6,2,yes,Z2-Notes,7/14/97 TJF - Students noted presence of 43 Mytilus  but did not record a %cover value.,percent_cover
1996,15,6,3,yes,Z2-Notes,7/14/97 TJF - Students noted presence of 43 Mytilus  but did not record a %cover value.,percent_cover
1996,15,7,1,yes,Z2-Notes,7/14/97 TJF - I recorded thin green lichen as Verr. spp.,percent_cover
1996,15,8,3,yes,Z2-Notes,7/14/97 TJF - Students recorded %cover on rock as follows: 15% Hild  5% bare  45% Mytilus  20% Semibal  5% Mast.  5% Ceramium. This leaves 5% unaccounted for. Students also noted that fucoids were growing on rock  so I assigned remaining 5% to Fucus base.,percent_cover
1996,15,9,1,yes,Z2-Notes,7/14/97 TJF - Students recorded a canopy of 63% F. distichus  35% F. vesiculosis  and 4% Ulva. To make it add to 100%  I subtracted 1% from both fucoids and noted it in red ink on quad report form. 2/2008: MME: corrected data to original numbers,percent_cover
1996,15,9,2,yes,Z2-Notes,7/14/97 TJF - Students recorded a rock cover of 55% Mytilus  10% Semibal  7% Hild  40% Fucus bases for a total of 112%. I changed the percentages proportionally to 6% Hild  49% Mytilus  9% Semibal  35% Fucus bases and recorded it in red ink on quad form. 2/2008: MME: corrected data to original numbers,percent_cover
1996,15,15,1,yes,Z2-Notes,7/14/97 TJF - students recorded 40% Semibal and 65% Arthopyrenia. I reduced Artho %cover by 5% and corrected  it in red ink on quad report form: 2/2008: MME: corrected data to original numbers,percent_cover
1998,15,0,1,yes,Z2-Notes,data entered by MME on 2/26/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
1998,15,1,1,yes,Z2-Notes,black zone=Cyanobacteria (73% rock cover) and unknown balck alga (14% rock cover)--data sheet was fairly unclear on this point  just had to make best guess,percent_cover
1998,15,1,2,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,1,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,2,1,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,2,2,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,2,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,3,1,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,3,2,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,3,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,4,1,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,4,2,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,4,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,5,1,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,5,2,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,5,3,yes,Z2-Notes,shell hash=dead barnacles,percent_cover
1998,15,6,1,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,6,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,7,3,yes,Z2-Notes,black zone=Cyanobacteria/unknown black alga,percent_cover
1998,15,12,2,yes,Z2-Notes,record of Nemalion helminthoides--6% canopy cover  3% rock cover--probably misidentified--according to checklist  has been seen on other Isles of Shoals but not Appledore  and it is uncommon and found in high intertidal,percent_cover
1999,15,3,1,yes,Z2-Notes,gr. alge 0.5%,percent_cover
1999,15,3,2,yes,Z2-Notes,gr. alge 6%,percent_cover
1999,15,6,1,yes,Z2-Notes,70% sb dead,percent_cover
1999,15,6,2,yes,Z2-Notes,62.5% sb dead,percent_cover
1999,15,6,3,yes,Z2-Notes,62.5% sb dead,percent_cover
1999,15,7,1,yes,Z2-Notes,33.5% sb dead,percent_cover
1999,15,7,2,yes,Z2-Notes,22% sb dead,percent_cover
1999,15,7,3,yes,Z2-Notes,4% sb dead,percent_cover
1999,15,8,1,yes,Z2-Notes,s.b. alive,percent_cover
1999,15,8,2,yes,Z2-Notes,s.b alive,percent_cover
1999,15,9,1,yes,Z2-Notes,green algae 3%,percent_cover
1999,15,10,1,yes,Z2-Notes,green algae 2%,percent_cover
1999,15,10,3,yes,Z2-Notes,green algae 3%,percent_cover
1999,15,12,3,yes,Z2-Notes,Chordaria .5%  P.cover,percent_cover
1999,15,14,1,yes,Z2-Notes,More starfish on level 14  couldn't do this level due to wave action.  Condrus grows more abundantly.  Patches of Codium and much reduced Mytilus population.  Very patchy.,percent_cover
2000,15,5,1,yes,Z2-Notes,live S. balanoides found among crevices,percent_cover
2000,15,5,3,yes,Z2-Notes,shell hash consists of dead barnacles 1-3mm,percent_cover
2000,15,6,2,yes,Z2-Notes,face more inclined than normal,percent_cover
2000,15,8,1,yes,Z2-Notes,Ceramium = 25%can  15%base 2/2008: MME: added Ceramium column and entered all values below,percent_cover
2000,15,8,2,yes,Z2-Notes,Ceramium = 7%can  5%base,percent_cover
2000,15,9,2,yes,Z2-Notes,Mastocarpus = 2N,percent_cover
2000,15,10,1,yes,Z2-Notes,Ceramium = 3%can  1%base,percent_cover
2000,15,10,2,yes,Z2-Notes,Ceramium = 20%can  10%base,percent_cover
2000,15,10,3,yes,Z2-Notes,Ceramium = 50%can  30%base,percent_cover
2000,15,11,1,yes,Z2-Notes,Mastocarpus = 2N,percent_cover
2000,15,11,2,yes,Z2-Notes,Ceramium = 20%can  10%base,percent_cover
2000,15,11,3,yes,Z2-Notes,Ceramium = 26%can  5%base,percent_cover
2000,15,12,1,yes,Z2-Notes,Ceramium = 15%can  5%base,percent_cover
2000,15,12,3,yes,Z2-Notes,Ceramium = 5%can  3%base,percent_cover
2001,15,4,1,yes,Z2-Notes,at this level  start of barnacles,percent_cover
2001,15,5,1,yes,Z2-Notes,small dead barnacles,percent_cover
2001,15,6,1,yes,Z2-Notes,large barnacle zone  small crevices,percent_cover
2001,15,7,1,yes,Z2-Notes,many large dead barnacles and nearing seaweed,percent_cover
2001,15,8,1,yes,Z2-Notes,start of weeds  relatively level,percent_cover
2001,15,9,1,yes,Z2-Notes,Fucus much shorter,percent_cover
2001,15,10,1,yes,Z2-Notes,significant F.dist canopy  more barnacles than lower zone,percent_cover
2001,15,11,1,yes,Z2-Notes,rockweeds zone,percent_cover
2001,15,11,2,yes,Z2-Notes,transition to yellow,percent_cover
2001,15,11,3,yes,Z2-Notes,mostly Fucus at this site,percent_cover
2001,15,12,1,yes,Z2-Notes,lots of mussels under canopy,percent_cover
2001,15,13,1,yes,Z2-Notes,yellow zone  some Alaria visible  high wave action,percent_cover
2001,15,14,1,yes,Z2-Notes,high wave action  approaching Alaria zone  submerged,percent_cover
2002,15,0,1,yes,Z2-Notes,data entered by MME on 2/25/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
2002,15,1,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,1,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,2,2,yes,Z2-Notes,black zone sp=Verrucaria (6% rock cover) plus Cyanobacteria (44% rock cover),percent_cover
2002,15,2,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,3,1,yes,Z2-Notes,black zone sp=Verrucaria (6% rock cover) plus Cyanobacteria (64% rock cover),percent_cover
2002,15,3,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,3,3,yes,Z2-Notes,black zone sp=Verrucaria (40% rock cover) plus Cyanobacteria (25% rock cover),percent_cover
2002,15,4,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,4,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,4,3,yes,Z2-Notes,black zone sp=Verrucaria (2% rock cover) plus Cyanobacteria (25% rock cover),percent_cover
2002,15,5,1,yes,Z2-Notes,black zone sp=Verrucaria (1% rock cover) plus Cyanobacteria (89% rock cover),percent_cover
2002,15,5,2,yes,Z2-Notes,black zone sp=Verrucaria (3% rock cover) plus Cyanobacteria (51% rock cover),percent_cover
2002,15,5,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2002,15,6,1,yes,Z2-Notes,black zone sp=Verrucaria,percent_cover
2002,15,6,3,yes,Z2-Notes,black zone sp=Verrucaria (4% rock cover) plus Cyanobacteria (25% rock cover),percent_cover
2002,15,7,1,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,7,2,yes,Z2-Notes,shell hash=dead barnacles,percent_cover
2002,15,7,3,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,8,1,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,8,2,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,8,3,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,9,1,yes,Z2-Notes,"NB: decided notes about ""inside"" and ""outside"" DID refer to attachment site  so chose not to include data labeled as ""outside"" since the study is only supposed to quantify algae who holdfast is inside the quadrat…if the attachment site was noted as inside and outside  put nd; if attachment site was all outside  entered a zero for that sp canopy cover",percent_cover
2002,15,10,1,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""secondary  inside quadrat"":",percent_cover
2002,15,10,2,yes,Z2-Notes,sp of Verrucaria=Verrucaria itself,percent_cover
2002,15,10,3,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,11,1,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,11,2,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,11,3,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,12,1,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""2 (degrees); inside""",percent_cover
2002,15,12,2,yes,Z2-Notes,"note by Alaria canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,12,3,yes,Z2-Notes,"note by Mastocarpus canopy cover (attachment site?): ""inside""",percent_cover
2002,15,13,1,yes,Z2-Notes,"note by Alaria canopy cover (attachment site?): ""inside and outside""",percent_cover
2002,15,13,2,yes,Z2-Notes,"note by Alaria canopy cover (attachment site?): ""outside""",percent_cover
2002,15,13,3,yes,Z2-Notes,"note by Chondrus canopy cover (attachment site?): ""inside""",percent_cover
2004,15,0,1,yes,Z2-Notes,data entered by MME  2/2008  following 1998 protocol except did not adjust percent covers to equal 100--interidal is 3-dimensional  only natural that total percent cover would exceed 100%,percent_cover
2004,15,2,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,2,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,2,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,3,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,3,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,3,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,4,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,4,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,4,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,5,1,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,5,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,5,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,6,1,yes,Z2-Notes,black zone sp=Cyanobacteria (10%) plus Verrucaria (20%),percent_cover
2004,15,6,2,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,6,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,7,3,yes,Z2-Notes,black zone sp=Cyanobacteria,percent_cover
2004,15,15,2,yes,Z2-Notes,coralline crust=Phymatolithon,percent_cover
1982,20,9,1,yes,Z2-Notes,Ulva canopy = 1 plant,percent_cover
1982,20,10,1,yes,Z2-Notes,Fucus distichus canopy = 4plants,percent_cover
1983,20,3,1,yes,Z2-Notes,LRGT = 95%Sb,percent_cover
1983,20,6,1,yes,Z2-Notes,Fucus spiralis canopy = 35plants,percent_cover
